screen_name,text,polarity,,,
Princess_Isamar,Its not a dead end if it takes you were you needed to be .,negative,,,
ligia_ioana,"it's not that I hate school, I'm just tired of being treated like a child when in 4 months, I start living on my own.",negative,,,
witchiewooo,It's official. I'm going to die alone,negative,,,
CollinB63,Its okay mom ill die i the basement... Alone,negative,,,
Until_I_Give_Up,It's sad that my suicide plan is bleeding to death and I worried about the carpet I'm going to bleed on,negative,,,
WmTBoswell,it's scary that I know exactly what I would write in my suicide note,negative,,,
neverlandoflife,"It's so bad that I let him go
But he'll be better off without me
Everyone always is",negative,,,
TheActualDwalk,It's stupid when people say they want to sleep forever. You wanna be in a coma or dead? Nahh I'm good on that,negative,,,
IanBoothby,It's tough playing Pac Man when you remember his eventual murder/suicide pact with Blinky.,negative,,,
exclusiveass__,Itss Not SUICIDE If Your Already Dead Inside ..... Right ?,negative,,,
Syron_Finnese23,"I've always wanted to be dead for a day, only one day. Just to see who truly cares about me.",negative,,,
empty_suicidal,i've been a bitch all day today,negative,,,
marlllz,I've been blessed with so many cheerleading opportunities throughout my life and it's sad to see it finally end today. #alltheglorytoHim,negative,,,
TMT_803,I've been sleep for forever,negative,,,
MSGirl4Bama,I've decided I'm giving up tequila.                            This is my suicide note.,negative,,,
emcrpyrean,i've figured out her entire biography except her name and i want to die,negative,,,
malapertmarena,I've given up on this project & instead started writing a suicide letter to my teacher....,negative,,,
bladesandmusic,I've heard you moved on & delivered a message with one of my friends that says you're better off without me,negative,,,
charlottecammmm,"ive just seen a ladybird accidentally commit suicide, that was traumatic.",negative,,,
kristensheltonn,I've never been happier living with my dad I'm so tired of people bashing my fucking dad he's a good dad so fuck you,negative,,,
HannahVaudin17x,I've never wanted a day to end this much in my life been earning for 12 hours #no #iwanttosleep,negative,,,
emsxO_,I've said it before and I'll say it again you think you're alive ? well you're better off dead,negative,,,
badrelapses,"I've said it before, and I'll say it again
If you think you're alive then you're better off dead
I've said it before, and I'll say it again",positive,,,
sofs666,"I've said it before, and I'll say it again, if you think you're alive then you're better off dead",negative,,,
dejaentend_u,"I've seen letlive. twice, I can die happy now. so can I kill myself yet?",negative,,,
kaylamariebard,"I've told myself I won't start drinking coffee.. I never have because I don't wanna be that person that can't ""wake up"" unless they 3 cups",negative,,,
_jo_pereira,Iwf l eet planned on killing my self.i wonder what i would write on the suicide letter,negative,,,
ikaay_,iwonder how much better off #oomf is without me? ?,negative,,,
WellGurl407,"Jesus ""I wanna sign you name at the end of this day, knowing that my heart was true, Let my LIFE song sing to... http://fb.me/6OUUUU55k ",positive,,,
lisaandsquats,Jogging to my sister's house to curl her hair. This is my suicide note.,negative,,,
LanksoLavish,Juicy j ready to jump,positive,,,
revstacey,"Jurco out 2 weeks. When the Wings run out of players formerly known as Griffins, I'm ready to jump in there with Babcock's daughter.",positive,,,
jeauxswrld,Just because I want to die doesn't mean I have a plan of suicide,negative,,,
Bhindigosht,Just got a message from my aunt to vote her baby in this cutest baby contest online.This is my suicide note. x__x,positive,,,
JakeJasinski07,"Just got done writing my suicide letter on my math homework, its all your fault mr. Gentz",negative,,,
buffletross,"Just heard people behind me ""We should make a suicide pact""",negative,,,
Kristen_Marie30,Just let me sleep forever,negative,,,
WilliamCoughran,"Just took some night time syrup, And night time pills... So I better be knocked out or dead soon!",positive,,,
court_smith3,Just wanna cuddle and sleep forever. Is that too much to ask for??,negative,,,
millieellax,Just wanna go to sleep forever,negative,,,
MikeSaboski,Just wanna go to sleep forever,negative,,,
kayla_jin,Just wanna sleep forever,negative,,,
lillian_neill,Just wanna sleep forever.,negative,,,
D_a_n_i_97,just want to go to sleep forever,negative,,,
wqoY5OAvTaKcZOR,Just want to sleep forever,negative,,,
ImNotJayson,"Just when you think shit can't get worse you find out you're out of nutella!!!

This is my suicide note",negative,,,
MonteCristo,"Just woke up and saw the AHQ match-fixing scandal and Promise’s attempted suicide. It seems legitimate, but I give info as I know more.",negative,,,
Fairy_TAYL07,Keep downgrading pal. I hope you die forever alone with a lot of stds bc u played with too many ratchet things,negative,,,
airie_airie,Keunna taking forever im finna go to sleep,positive,,,
airie_airie,Keunna taking forever im finna go to sleep,positive,,,
UneHaunted,"kinda sad 
kinda horny
kinda suicidal 
kinda tired  
kinda hungry",negative,,,
TeamTylerShaw,kinda scares me that my name is in someone's suicide note,negative,,,
journsimpson,kinda want to die kinda wanna makeout,negative,,,
tragic_velvet,kings of Leon have killed themselves in a suicide pact after sex on fire has been used by every twat on every shitty singing show going.,negative,,,
Dan_Ralph21,"Knowing that there could be death any second, it's not a life worth living",negative,,,
postmiya,"La cosa es que me da miedo. En serio, sonará en plan ""suicide"" y un gif de Logan Lerman pero es que es eso.",negative,,,
alanismarttinez,Lack of sleep and guard practice will forever fuck up my plans,negative,,,
Kaetaughtyou,Last night was one of those sleeps where I didn't go to sleep early but it slept like I slept forever,negative,,,
_Yellaman_,"Lawd don't do it,  please don't do it.""@MurderOfADoll_: Let me revise my suicide letter ..""",negative,,,
loveadamjosephj,Leave me alone to die.,negative,,,
SPLXBro,Leave me here to die alone but I'll still follow you home.,negative,,,
BDRRescue,"Lenny is Adopted!!! Happy forever home baby boy. Treated for heart worm and now ready to run, play and jump for... http://fb.me/6szvhHW64 ",positive,,,
therealgrady_,Let me call Jon he taking forever we about to go to sleep,negative,,,
AshariKiara,Let me revise my suicide letter ..,negative,,,
angekuncun,Let me sleep forever,negative,,,
loganhaynesss,Let's go to sleep forever,negative,,,
capalbonick,Life ain't cheap you're better off dead,negative,,,
laur_cianciYOLO,life is not good & life is not rosey. but life is worth living when you find purpose,negative,,,
paulinafooo,"Life is not worth living , unless you're right here by my side",negative,,,
BubblyNia,Life is not worth living if you do not take risk,negative,,,
NicolaFrancess,Life is not worth living if you forget to put the electric blanket on,negative,,,
yourgirljanet,Life is not worth living when you can't breathe through both nostrils.,negative,,,
jadonm6,"Life of a suicidal procrastinator: 
maybe I'll die tomorrow.",negative,,,
telecroissant,life without challenges would not be worth living,negative,,,
joecockburn_old,Life without Craig Bratt and Jack Chappell would seriously not be worth living,negative,,,
AriannaElise108,Life without passion is not worth living.,negative,,,
drugsdealerjai,Life would be better off without me..,negative,,,
Keyy_are_ahh,"Life’s for the living so live it, or you’re better off dead",negative,,,
brooke_karam,Life's for living so live it or your better off dead,negative,,,
Breanna_Lynn18,Life's for the living so live it or you're better off dead.,negative,,,
KickBack_Chris,Life's for the living so live it! Or you're better off dead.,negative,,,
giannalaurenn,"life's for the living so live it, or you're better off dead.",negative,,,
k_mck12,"Life's for the living, so live it, or you're better off dead.",negative,,,
britttneyault,"Life's for the living, so live it, or you're better off dead.",negative,,,
evvestrada,"Life's for the living, so you better start living or you're better off dead.",negative,,,
bball_fanatic12,Life's not worth living if you dont push 1 or 2 boundaries.,negative,,,
MigoDodi262,Life's what u make it some people be so depressed they make they ahit not worth living that's on u,negative,,,
Myself_Amigo,Like everyone would be better off without me. I mostly just get attention when ppl need me.,negative,,,
therealmayaash,Like no matter how late I go to sleep I'm forever waking up early like tfffffff,negative,,,
yiikesitsmegan,"like okay when you find me dead my suicide note will say ""i told you so""",negative,,,
Revof__,Like seasme street say one of these things are not like the other ! One of these things will die alone,negative,,,
possiblyv,Like the world would be better off without me if I stopped breathing stopped living,negative,,,
umgabbiebecker,like usually the first semester of school sucks and I want to die but then spring comes and I start getting happier so yay,negative,,,
Joshsux666,Literally everyone I care about would be better off without me. All I am is mean to them.,negative,,,
crutledge23,Literally the best week of my life don't want it to end,positive,,,
mudron,"Literally YEARS of messages from old friend trying to get in touch with me, telling me about folks who've had babies or committed suicide.",negative,,,
KingTargaryen,"Live together, die alone.",negative,,,
EssaMarcela,Live together. Die alone. #Lost,negative,,,
TeahLangleyX,"lives for the living, so live it or you're better off dead",negative,,,
xxxboldtouch,"LMAO , My Said She Gone Write In Her Suicide Letter That I Told Her To Kill Herself! My FLIPPA Childish",negative,,,
tylery260,Lmao Anthony tried to say I was suicidal wtf haha,negative,,,
iAM_Ajiana,Lmfaooooo “@IH8UHOES: Pls go back to sleep forever man ......... RT @KingDarez__ I woke up like dis  https://twitter.com/IH8UHOES/status/436284305296220160/photo/1pic.twitter.com/BUzU4Yj8sc ”,negative,,,
